org_ein,state,state_name,name,address,city,fips,ruledate,nteecc,region,division
650330502,FL,Florida,ST AGNES RAINBOW VILLAGE DEVELOPMENT CORPORATION INC,1750 NW 3RD AVE,MIAMI,12086,1994,S20,South,South Atlantic
650331857,FL,Florida,LEE COUNTY EMPLOYMENT & ECONOMIC DEVELOPMENT CORPORATION,PO BOX 1507,FORT MYERS,12071,1993,S30,South,South Atlantic
650334205,FL,Florida,MODEL HOUSING COOPERATIVE INC,9041 N KENDALL DR,MIAMI,12086,1992,L21,South,South Atlantic
650352279,FL,Florida,NEIGHBORHOOD RENAISSANCE INC,510-24 STREET,WEST PALM BEACH,12099,1994,S30,South,South Atlantic
650362710,FL,Florida,CENTER FOR TECHNOLOGY ENTERPRISE & DEVELOPMENT,401 W ATLANTIC AVE STE O9,DELRAY BEACH,12099,1997,S20,South,South Atlantic
650364030,FL,Florida,BAME DEVELOPMENT CORPORATION OF SOUTH FLA INC,245 NW 8TH ST,MIAMI,12086,2018,S20,South,South Atlantic
650383037,FL,Florida,CAPE CORAL HOUSING DEVELOPMENT CORP,609 SE 9TH TERRACE,CAPE CORAL,12071,1993,L20,South,South Atlantic
650384313,FL,Florida,DELRAY BEACH COMMUNITY DEVELOPMENT CORPORATION,3505 LOWSON BLVD,DELRAY BEACH,12099,2020,S20,South,South Atlantic
650387766,FL,Florida,CARRFOUR SUPPORTIVE HOUSING INC,1398 SW 1ST ST STE 1200,MIAMI,12086,1993,L20,South,South Atlantic
650401491,FL,Florida,CONSOLIDATED CREDIT COUNSELING SERVICE INC,5701 W SUNRISE BLVD,PLANTATION,12011,1993,P51,South,South Atlantic
650406381,FL,Florida,AFFORDABLE HOUSING SOLUTIONS FOR FLORIDA INC,PO BOX 2659,LAND O LAKES,12101,1993,L80,South,South Atlantic
650428857,FL,Florida,GOULDS COMMUNITY DEV CORP INC,PO BOX 700031,GOULDS,12086,1994,S20,South,South Atlantic
650433647,FL,Florida,RAFAEL HERNANDEZ HOUSING AND ECONOMIC DEVELOPMENT CORP,3550 BISCAYNE BLVD STE 310,MIAMI,12086,1995,S30,South,South Atlantic
650443188,FL,Florida,HABITAT FOR HUMANITY OF KEY WEST AND LOWER FLORIDA KEYS,471 OVERSEAS HIGHWAY,KEY WEST,12087,1987,L20,South,South Atlantic
650464173,FL,Florida,PARTNERS FOR SELF-EMPLOYMENT INC,3000 BISCAYNE BLVD,MIAMI,12086,1995,S43,South,South Atlantic
650465036,FL,Florida,SU CASA COMMUNITY DEVELOPMENT CORPORATION,1427 S CONGRESS AVE,WEST PALM BCH,12099,1995,S20,South,South Atlantic
650472327,FL,Florida,DEEDCO GARDENS INC,105 SE 12TH AVE,HOMESTEAD,12086,1995,L21,South,South Atlantic
650484034,FL,Florida,HABITAT FOR HUMANITY INTERNATIONAL INC,1901 MANATEE AVENUE W 2ND FLOOR,BRADENTON,12081,1987,L20,South,South Atlantic
650492358,FL,Florida,PARTNERSHIP IN HOUSING INC,26120 PUEBLO BONITO BLVD,BONITA SPGS,12071,1995,L20,South,South Atlantic
650495192,FL,Florida,WORD OF LIFE COMMUNITY DEVELOPMENT CORPORATION,4646 NW 17TH AVE STE B,MIAMI,12086,1999,S20,South,South Atlantic
650498106,FL,Florida,GLADES COMMUNITY DEVELOPMENT CORPORATION,NA,BELLE GLADE,12099,1995,S20,South,South Atlantic
650514712,FL,Florida,SUN BEAM COMMUNITY DEVELOPMENT CORP,2125 BISCAYNE BLVD STE 205,MIAMI,12086,1999,S20,South,South Atlantic
650530891,FL,Florida,UNIVERSAL TRUTH COMMUNITY DEVELOPMENT CORPORATION,21310 NW 37TH AVE,MIAMI GARDENS,12086,1997,S20,South,South Atlantic
650545058,FL,Florida,FLORIDA COMMUNITY LOAN FUND,800 N MAGNOLIA AVE STE 106,ORLANDO,12095,1995,S31,South,South Atlantic
650548855,FL,Florida,MOUNT OLIVE DEVELOPMENT CORPORATION,1530 NW 6TH STREET,FORT LAUDERDALE,12011,1995,S20,South,South Atlantic
650631850,FL,Florida,HABITAT FOR HUMANITY INTERNATIONAL INC,702 S 6TH ST,FORT PIERCE,12111,1987,L80,South,South Atlantic
650659160,FL,Florida,METRO MIAMI COMMUNITY DEVELOPMENT CORPORATION,2634A NW 21ST TER,MIAMI,12086,1997,S20,South,South Atlantic
650675186,FL,Florida,NEIGHBORS AND NEIGHBORS ASSOCIATION INC,5120 NW 24TH AVE,MIAMI,12086,1997,L50,South,South Atlantic
650678966,FL,Florida,AFFORDABLE HOUSING DEVELOPMENT CORP,PO BOX 740405,BOYNTON BEACH,12099,1997,L21,South,South Atlantic
650681293,FL,Florida,BAHAMA CONCH COMMUNITY LAND TRUST OF KEY WEST INC,325 JULIA ST,KEY WEST,12087,1996,S20,South,South Atlantic
650699777,FL,Florida,CENTRAL COUNTY COMMUNITY DEVELOPMENT CORPORATION INC,560 NW 27TH AVE,FT LAUDERDALE,12011,2015,S20,South,South Atlantic
650764595,FL,Florida,NEW BEGINNINGS COMMUNITY DEVELOPMENT CENTER INC,1905 WEST BLUE HERON BLVD,RIVERA BEACH,12099,1998,S20,South,South Atlantic
650800942,FL,Florida,GREATER NEWTOWN COMMUNITY REDEVELOPMENT CORPORATION,2729 N OSPREY AVE,SARASOTA,12115,2017,S20,South,South Atlantic
650820596,FL,Florida,NATIONAL DEVELOPMENT FOUNDATION INC,4250 ALAFAYA TRAIL NO 212330,OVIEDO,12117,1998,L20,South,South Atlantic
650841175,FL,Florida,THE HOUSING LEAGUE INC,2046 TREASURE COAST PLZ STE A,VERO BEACH,12061,1998,L25,South,South Atlantic
650843964,FL,Florida,HAVEN ECONOMIC DEVELOPMENT INC,3441 CARLTON LN,DAVIE,12086,1998,L21,South,South Atlantic
650870180,FL,Florida,HOUSING OPPORTUNITIES MORTGAGE ASSISTANCE & EFFECTIVE NEIGHBORHOO,690 NE 13TH ST STE 102,FT LAUDERDALE,12011,1999,L82,South,South Atlantic
650898790,FL,Florida,MIAMI-DADE AFFORDABLE HOUSING FOUNDATION INC,7855 NW 12TH ST STE 102,DORAL,12086,1999,L21,South,South Atlantic
650922040,FL,Florida,EAST TAMPA BUSINESS AND CIVIC ASSOCIATION INC,PO BOX 11688,TAMPA,12057,1999,S22,South,South Atlantic
650937804,FL,Florida,R M LEE COMMUNITY DEVELOPMENT CENTER INC,PO BOX 790,BOYNTON BEACH,12099,2001,S20,South,South Atlantic
650953161,FL,Florida,COMMUNITY SOLUTIONS 360 INC,8466 LOCKWOOD RIDGE RD,SARASOTA,12115,2000,L20,South,South Atlantic
650971509,FL,Florida,BOYNTON BEACH FAITH BASED COMMUNITY DEV CORP,PO BOX 337,BOYNTON BEACH,12099,2000,S20,South,South Atlantic
650979677,FL,Florida,LITTLE MANATEE HOUSING CORPORATION,PO BOX 343529,FLORIDA CITY,12086,2000,L20,South,South Atlantic
650984762,FL,Florida,DYNAMIC COMMUNITY DEVELOPMENT CORPORATION,3550 BISCAYNE BLVD STE 304,MIAMI,12086,2001,S20,South,South Atlantic
651003215,FL,Florida,PLEASANT CITY FAITH-BASED COMMUNITY DEVELOPMENT INITIATIVE INC,511 22ND ST STE A,WEST PALM BCH,12099,2000,S20,South,South Atlantic
651035130,FL,Florida,CHOICES NETWORK SYSTEMS INC,2300 NW 6TH ST,POMPANO BEACH,12011,2005,P32,South,South Atlantic
651046928,FL,Florida,AFFORDABLE HOMEOWNERSHIP FOUNDATION INC,5264 CLAYTON CT STE 1,FORT MYERS,12071,2012,L12,South,South Atlantic
651065285,FL,Florida,SUNRISE CITY COMMUNITY HOUSING DEVELOPMENT ORGANIZATION INC,PO BOX 13492,FORT PIERCE,12111,2001,L21,South,South Atlantic
651067124,FL,Florida,BIG CYPRESS HOUSING CORPORATION,PO BOX 343529,FLORIDA CITY,12086,2001,L50,South,South Atlantic
651142545,GA,Georgia,RHEMA HOUSING INC,5604 WENDY BAGWELL PKWY STE 512,HIRAM,13045,2001,L41,South,South Atlantic
651193882,CA,California,ABRAM HOUSING CORPORATION,1094 ALCATRAZ AVENUE,OAKLAND,6001,2004,L50,West,Pacific
651238417,FL,Florida,RURAL NEIGHBORHOODS INCORPORATED,PO BOX 343529,FLORIDA CITY,12086,2007,L40,South,South Atlantic
651293894,CA,California,FIREHOUSE COMMUNITY DEVELOPMENT CORPORATION,5655 SILVER CREEK VALLEY RD 51,SAN JOSE,6085,2008,S20,West,Pacific
651304670,AR,Arkansas,CENTRAL ARKANSAS HOUSING CORPORATION,100 S ARCH ST,LITTLE ROCK,5119,2013,L50,South,West South Central
660264286,PR,NA,FUNDACION DE DESARROLLO COMUNAL DE P R INC,PO BOX 6300,CAGUAS,72025,1986,L41,NA,NA
660398333,PR,NA,CORPORACION PARA EL FINANCIAMIENTO EMPRESARIAL DEL COMERCIO Y DE LAS,PO BOX 191791,SAN JUAN,72127,2003,S43,NA,NA
660411869,PR,NA,ADVANCER LOCAL DEVELOPMENT CORPORATION,PO BOX 191060,SAN JUAN,72127,1992,S20,NA,NA
660416567,PR,NA,CORPORACION PARA EL DESARROLLO DEL OESTE INC,PO BOX 837,MAYAGUEZ,72097,1997,L20,NA,NA
660428651,PR,NA,PRODUCIR INC UNA CORP DE DESARROLLO COMUNAL Y ECON PARA CUBUY Y LOMAS,PO BOX 35000,CANOVANAS,72029,1988,S20,NA,NA
660429983,PR,NA,CEIBA HOUSING AND ECONOMIC DEVELOPMENT CORPORATION,PO BOX 203,CEIBA,72037,1992,S20,NA,NA
660480131,VI,NA,ST CROIX FOUNDATION FOR COMMUNITY DEVELOPMENT INC,PO BOX 1128,CHRISTIANSTED,78010,1992,S122,NA,NA
660490632,PR,NA,APOYO EMPRESARIAL PARA LA PENINSULA DE CANTERA INC,PO BOX 7187,SAN JUAN,72127,1995,S20,NA,NA
660490822,PR,NA,CORPORACION PARA EL DESARROLLO DE LA VIVIENDA DE BAYAMON CD,PO BOX 6309,BAYAMON,72021,1996,L20,NA,NA
660501718,PR,NA,PONCE NEIGHBORHOOD HOUSING SERVICES INC,PO BOX 330223,PONCE,72113,1994,L82,NA,NA
660503788,PR,NA,CORPORACION DESARROLLADORA DE VIVIENDAS BDAS ISRAEL-BITUMUL INC,243 CALLE PARIS STE 1845,SAN JUAN,72127,1999,L20,NA,NA
660514937,PR,NA,LUCHA CONTRA EL SIDA INC,PO BOX 8479,SAN JUAN,72127,1997,S80,NA,NA
660528107,PR,NA,TIME COMMUNITY BUSINESS AND DEVELOPMENT CORPORATION,PO BOX 32113,PONCE,72113,1998,S20,NA,NA
660528522,PR,NA,CORPORACION MILAGROS DEL AMOR,PO BOX 6445,CAGUAS,72025,2005,P20,NA,NA
660528601,PR,NA,PUERTO RICO NEIGHBORHOOD HOUSING SERVICES CORP,PO BOX 13926,SAN JUAN,72127,1998,L82,NA,NA
660545736,VI,NA,VIRGIN ISLANDS CAPITAL RESOURCES INC,2107 CRYSTAL GADE,ST THOMAS,78030,2001,S30,NA,NA
660641575,PR,NA,PROYECTO MATRIA INC,31 JIMENEZ SICARDO,CAGUAS,72025,2008,P43,NA,NA
660646096,GU,NA,MICRONESIA COMMUNITY DEVELOPMENT CORPORATION,PO BOX 27658,BARRIGADA,66010,2013,L50,NA,NA
660658219,PR,NA,INSTITUTO PARR EL DESARROLLO SOCIO ECONOMICO Y DE VIVIENCA DE PR INC,PO BOX 7154,MAYAGUEZ,72097,2006,L20,NA,NA
680004389,CA,California,SAN GERONIMO VALLEY AFFORDABLE HOUSING ASSOCIATION,PO BOX 152,WOODACRE,6041,1984,L22,West,Pacific
680007197,CA,California,BOLINAS COMMUNITY LAND TRUST INC,PO BOX 805,BOLINAS,6041,1984,L20,West,Pacific
680038964,CA,California,COMMUNITY HOUSING OPPORTUNITIES CORPORATION,5030 BUSINESS CENTER DR STE 260,FAIRFIELD,6095,1985,L20,West,Pacific
680062062,CA,California,VISIONARY HOME BUILDERS OF CALIFORNIA INC,2ND FLOOR,STOCKTON,6077,1991,L20,West,Pacific
680101133,MO,Missouri,THE PHOENIX FAMILY HOUSING CORPORATION,3908 WASHINGTON ST,KANSAS CITY,29095,2012,L50,Midwest,West North Central
680117241,CA,California,SHELTER INC,1333 WILLOW PASS RD STE 206,CONCORD,6013,1991,L41,West,Pacific
680118032,CA,California,SACRAMENTO NEIGHBORHOOD HOUSING SERVICES INC,2411 ALHAMBRA BLVD STE 200,SACRAMENTO,6067,1987,L80,West,Pacific
680133565,CA,California,HOUSING CALIFORNIA,1107 9TH ST STE 560,SACRAMENTO,6067,1992,P85,West,Pacific
680174526,CA,California,NORTH MARIN SENIOR HOUSING CORPORATION,22 PELICAN WAY,SAN RAFAEL,6041,1994,L21,West,Pacific
680178607,CA,California,SIERRA CASCADE FAMILY OPPORTUNITIES,65 N UNION ST,SUSANVILLE,6063,1994,P30,West,Pacific
680183692,CA,California,CALIFORNIA HOUSING PARTNERSHIP CORPORATION,369 PINE ST,SAN FRANCISCO,6075,1995,L025,West,Pacific
680226140,CA,California,FAMILY APARTMENTS,150 CAMINO DORADO,NAPA,6055,1992,L80,West,Pacific
680235719,CA,California,COMMUNITY HOUSING DEVELOPMENT CORPORATION OF NORTH RICHMOND,1535 FRED JACKSON WAY STE A,RICHMOND,6013,1996,L20,West,Pacific
680248670,CA,California,COMMUNITY REVITALIZATION AND DEVELOPMENT CORPORATION,PO BOX 990490,REDDING,6089,1996,L22,West,Pacific
680252305,CA,California,SACRAMENTO HOUSING ALLIANCE,1800 21ST ST STE 100,SACRAMENTO,6067,1996,L50,West,Pacific
680256280,CA,California,CENTRAL VALLEY LOW INCOME HOUSING CORPORATION,2431 W MARCH LN STE 350,STOCKTON,6077,2010,L50,West,Pacific
680265463,CA,California,NORWOOD AVENUE HOUSING CORPORATION,801 12TH STREET,SACRAMENTO,6067,1992,L50,West,Pacific
680275241,CA,California,SONOMA COUNTY AFFORDABLE HOMES INC,22 PELICAN WAY,SAN RAFAEL,6041,1992,L20,West,Pacific
680289600,CA,California,EAH-CONTRA COSTA INC,22 PELICAN WAY,SAN RAFAEL,6041,1993,L21,West,Pacific
680289978,CA,California,STONEMAN VILLAGE II HOUSING CORPORATION,390 EAST LELAND ROAD,PITTSBURG,6013,1993,L21,West,Pacific
680294153,CA,California,BENICIA COMMUNITY ACTION COUNCIL,480 MILITARY E,BENICIA,6095,2000,S20,West,Pacific
680319737,CA,California,HUMBOLDT BAY HOUSING DEVELOPMENT CORPORATION,PO BOX 4655,ARCATA,6023,1994,L20,West,Pacific
680322086,CA,California,SACRAMENTO COTTAGE HOUSING INC,1500 NORTH A STREET,SACRAMENTO,6067,1994,L80,West,Pacific
680333193,CA,California,AFFORDABLE HOUSING AFFILIATION,751 W I ST,BENICIA,06095,1994,L20,West,Pacific
680335661,CA,California,SKY PARKWAY MUTUAL HOUSING CORPORATION,3321 POWER INN RD STE 320,SACRAMENTO,6067,1996,L20,West,Pacific
680336461,CA,California,COMMUNITY HOUSING SONOMA COUNTY,131-A STONY CIR STE 500,SANTA ROSA,6097,1995,L21,West,Pacific
680336533,CO,Colorado,FLORIN HOUSING CORPORATION,1600 BROADWAY STE 2000,DENVER,8031,1995,L20,West,Mountain
680343183,CA,California,MUTUAL HOUSING MARIN,3321 POWER INN RD STE 320,SACRAMENTO,6067,1994,L21,West,Pacific
680355316,CA,California,BUTTE COUNTY AFFORDABLE HOUSING DEV CORP A CAL NONPRF PUB BENEFIT CORP,2039 FOREST AVENUE STE 10,CHICO,6007,1996,L20,West,Pacific
680365842,CA,California,NEHEMIAH COMMUNITY REINVESTMENT FUND INC,5601 STANMORE WAY,ELK GROVE,6067,1997,S30,West,Pacific
680374003,CA,California,LANCE HOUSING CORPORATION,2512 RIVER PLAZA DRIVE,SACRAMENTO,6067,1996,L50,West,Pacific
680378673,CO,Colorado,COUNTRYWOOD HOUSING CORPORATION,1600 BROADWAY STE 2000,DENVER,8031,1996,L50,West,Mountain
680378676,CO,Colorado,SAN JUAN HOUSING CORPORATION,1600 BROADWAY STE 2000,DENVER,8031,1996,L50,West,Mountain
680389884,CA,California,ELLISON I HOUSING CORPORATION,1001 WILLOW ST,CHICO,6007,1997,L50,West,Pacific
680407470,CA,California,SUBURBAN ALTERNATIVES LAND TRUST,1450 GRANT AVE STE 200,NOVATO,6041,1998,L20,West,Pacific
680430154,CA,California,SENIORS FIRST INC,12183 LOCKSLEY LANE,AUBURN,6061,1999,P81,West,Pacific
680440554,CA,California,NEW HOPE COMMUNITY DEVELOPMENT CORPORATION,147 W MAIN ST,WOODLAND,6113,2000,S20,West,Pacific
680459756,CA,California,HABITAT FOR HUMANITY LAKE COUNTY CA INC,PO BOX 1830,LOWER LAKE,6033,2019,L20,West,Pacific
680472556,CA,California,CALISTOGA AFFORDABLE HOUSING INC,1332 LINCOLN AVE,CALISTOGA,6055,2002,L21,West,Pacific
680476830,CA,California,PRESIDIO VILLAGE SENIOR HOUSING INC,PO BOX 1397,PITTSBURG,6013,2002,L22,West,Pacific
680489877,UT,Utah,PROVIDENCE PLACE HOUSING CORPORATION,7351 S UNION PARK AVE STE 250,MIDVALE,49035,2002,L50,West,Mountain
680544935,HI,Hawaii,HAWAII HOMEOWNERSHIP CENTER,1259 AALA ST STE 201,HONOLULU,15003,2003,L80,West,Pacific
690001157,AL,Alabama,LIGHTHOUSE COMMUNITY DEVELOPMENT CORPORATION,9890 TOM WALLER RD,GRAND BAY,01097,2002,S20,South,East South Central
690006212,MO,Missouri,CHRISTIAN COMMUNITY DEVELOPMENT ASSOCIATION OF GREATER KANSAS CITY,NA,KANSAS CITY,29095,2002,S20,Midwest,West North Central
710386067,AR,Arkansas,PINE BLUFF JEFFERSON COUNTY ECONOMIC OPPORTUNITIES COMMISSION,PO BOX 506,RISON,5069,1965,S20,South,West South Central
710386409,AR,Arkansas,MISSISSIPPI COUNTY ARKANSAS ECONOMIC OPPORTUNITY COMMISSION IN,PO BOX 1289,BLYTHEVILLE,5093,1978,S30,South,West South Central
710387337,AR,Arkansas,BLACK RIVER AREA DEVELOPMENT CORPORATION,1403 HOSPITAL DR,POCAHONTAS,5121,1966,S32,South,West South Central
710388673,AR,Arkansas,CENTRAL ARKANSAS DEVELOPMENT COUNCIL,PO BOX 580,BENTON,5125,1966,S30,South,West South Central
710388927,AR,Arkansas,CRAWFORD SEBASTIAN COMMUNITY DEVELOPMENT COUNCIL INC,PO BOX 180070,FORT SMITH,5131,1966,S20,South,West South Central
710389282,AR,Arkansas,COMMUNITY SERVICES OFFICE OF HOT SPRINGS AND GARLAND COUNTY ARKANSA,PO BOX 1175,HOT SPRINGS,5051,1967,P20,South,West South Central
710389481,AR,Arkansas,MID-DELTA COMMUNITY SERVICES INC,PO BOX 745,HELENA,5107,1968,S20,South,West South Central
710391706,AR,Arkansas,SOUTHEAST ARKANSAS COMMUNITY ACTION CORPORATION,PO BOX 312,WARREN,5011,1967,P20,South,West South Central
710406286,AR,Arkansas,OFFICE OF HUMAN CONCERN,506 E SPRUCE ST,ROGERS,5007,1969,P20,South,West South Central
710407485,AR,Arkansas,OZARK OPPORTUNITIES INC,PO BOX 1400,HARRISON,5009,1969,S20,South,West South Central
710412085,AR,Arkansas,CROWLEYS RIDGE DEVELOPMENT COUNCIL INC,PO BOX 16720,JONESBORO,5031,1970,P20,South,West South Central
710430462,AR,Arkansas,ARC ARKANSAS,2000 MAIN ST,LITTLE ROCK,5119,1973,P82,South,West South Central
710444949,AR,Arkansas,THE ARKANSAS CENTER FOR INDEPENDENCE INC,PO BOX 785,NEWPORT,5067,1974,P80,South,West South Central
710464321,AR,Arkansas,COMMUNITIES UNLIMITED INC,3 E COLT SQUARE DR,FAYETTEVILLE,5143,1977,S20,South,West South Central
710502737,AR,Arkansas,WHITE RIVER REGIONAL HOUSING DEVELOPMENT CORPORATION,PO BOX 387,HARDY,5065,1978,S20,South,West South Central
710521880,AR,Arkansas,AREA AGENCY ON AGING OF SOUTHEAST ARKANSAS INC,709 E 8TH AVE,PINE BLUFF,5069,1980,P81,South,West South Central
710521887,AR,Arkansas,AREA AGENCY ON AGING OF NORTHWEST ARKANSAS,PO BOX 1795,HARRISON,5009,1980,P81,South,West South Central
710531191,AR,Arkansas,FOCUS INC,504 FLINT ST,JONESBORO,5031,1981,P82,South,West South Central
710540330,AR,Arkansas,BOYS GIRLS ADULTS COMMUNITY DEVELOPMENT CENTER,PO BOX 1356,MARVELL,5107,1984,S20,South,West South Central
710551076,AR,Arkansas,COLLEGE STATION COMMUNITY DEVELOPMENT CORPORATION,PO BOX 540,COLLEGE STA,5119,1981,S20,South,West South Central
710586047,AR,Arkansas,BLACK RIVER AREA HOUSING DEVELOPMENT CORP FOR LAWRENCE CNTY,1403 HOSPITAL DR,POCAHONTAS,5121,1984,L21,South,West South Central
710586053,AR,Arkansas,BLACK RIVER AREA HOUSING DEVELOPMENT CORPORATION FOR CLAY C,1403 HOSPITAL DR,POCAHONTAS,5121,1984,L21,South,West South Central
710597729,AR,Arkansas,PIGGOTT HOUSING DEVELOPMENT CORPORATION,1403 HOSPITAL DR,POCAHONTAS,5121,1984,L21,South,West South Central
710608450,AR,Arkansas,OZAN-INGHRAM IRON MOUNTAIN NEIGHBORHOOD DEVELOPMENT CORPORATI,4803 JEFFERSON AVE STE 76,TEXARKANA,48037,2013,S20,South,West South Central
710652734,AR,Arkansas,NEWTON COUNTY RESOURCE COUNCIL,HC 31 BOX 51,JASPER,5101,1988,S80,South,West South Central
710674001,AR,Arkansas,FORGE FINANCING OZARK RURAL GROWTH AND ECONOMY,PO BOX 1138,HUNTSVILLE,5087,1990,S32,South,West South Central
710679902,AR,Arkansas,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 754,FORT SMITH,5131,1987,L20,South,West South Central
710679937,AR,Arkansas,HABITAT FOR HUMANITY OF CENTRAL AR,6700 S UNIVERSITY AVE,LITTLE ROCK,5119,1987,L20,South,West South Central
710684329,AR,Arkansas,DELTA RESEARCH EDUCATION AND DEVELOPMENT FOUNDATION,PO BOX 2511,WEST MEMPHIS,5035,1990,S02,South,West South Central
710685988,AR,Arkansas,PROGRESSIVE SOUTHEAST ARKANSAS HOUSING DEVELOPMENT CORP,709 S CHERRY ST,PINE BLUFF,05069,1992,L20,South,West South Central
710696319,AR,Arkansas,CHICOT HOUSING ASSISTANCE CORP,113 MAIN ST,LAKE VILLAGE,5017,1996,L20,South,West South Central
710698309,AR,Arkansas,NORTHSIDE REDEVELOPMENT CORPORATION INC,PO BOX 232,WEST MEMPHIS,5035,1991,S30,South,West South Central
710715152,AR,Arkansas,COMMUNITY DEVELOPMENT CORP OF BENTONVILLE BELLA VISTA,808 N MAIN ST APT 1,BENTONVILLE,5007,1992,L20,South,West South Central
710716916,AR,Arkansas,ELIZABETH MCGILL DROP-IN CENTER INC,10410 PANTHER MNT RD,NORTH LITTLE ROCK,5119,1992,P99,South,West South Central
710724182,AR,Arkansas,NEWTON COUNTY HOUSING COUNCIL,PO BOX 542,JASPER,05101,1993,L50,South,West South Central
710730884,AR,Arkansas,ARGENTA COMMUNITY DEVELOPMENT CORPORATION,500 W 13TH ST,N LITTLE ROCK,5119,1993,S20,South,West South Central
710735181,AR,Arkansas,DOWNTOWN LITTLE ROCK COMMUNITY DEVELOPMENT CORPORATION,PO BOX 165003,LITTLE ROCK,5119,1993,S20,South,West South Central
710739065,AR,Arkansas,CENTRAL LITTLE ROCK COMMUNITY DEVELOPMENT CORPORATION,1825 W 13TH ST,LITTLE ROCK,05119,1996,S20,South,West South Central
710759751,AR,Arkansas,IN AFFORDABLE HOUSING CORPORATION,108 S RODNEY PARHAM RD,LITTLE ROCK,5119,1995,L50,South,West South Central
710765473,AR,Arkansas,WOODRUFF COMMUNITY DEVELOPMENT CORP,PO BOX 250360,LITTLE ROCK,05119,1995,S20,South,West South Central
710776139,AR,Arkansas,HABITAT FOR HUMANITY INTERNATIONAL INC,240 HOBSON AVE,HOT SPRINGS,5051,1987,L20,South,West South Central
710790870,AR,Arkansas,LEE COUNTY COMMUNITY DEVELOPMENT CORPORATION INC,28 S POPLAR ST,MARIANNA,05077,1997,S20,South,West South Central
710796345,AR,Arkansas,SUPPLEMENTAL RESOURCES INCORPORATED,113 E RUSH AVE STE 101,HARRISON,05009,1996,S30,South,West South Central
710808550,AR,Arkansas,SOUTHEAST AR COMMUNITY HOUSING DEVELOPMENT CORPORATION INC,PO BOX 47,MCGEHEE,5041,1998,L21,South,West South Central
710811187,AR,Arkansas,KINGS OUTREACH OF ARKANSAS,PO BOX 1591,CABOT,05085,1999,L41,South,West South Central
710827641,AR,Arkansas,WYNNE COMMUNITY ENLIGHTENMENT AND DEVELOPMENT FOUNDATION INC,102 HAMILTON AVE E,WYNNE,5037,2000,P99,South,West South Central
710830615,AR,Arkansas,NORTHWEST REGIONAL HOUSING DEVELOPMENT CORPORATION,PO BOX 2568,HARRISON,5009,2000,L21,South,West South Central
710831641,AR,Arkansas,EAST ARKANSAS STRATEGIC PLANNING INITIATIVE INC,PO BOX 683,BRINKLEY,05095,2001,S30,South,West South Central
710834749,AR,Arkansas,SOUTH ARKANSAS COMMUNITY DEVELOPMENT,406 CLAY ST,ARKADELPHIA,5019,2000,S20,South,West South Central
710890471,PA,Pennsylvania,UNION PROJECT,801 N NEGLEY AVE,PITTSBURGH,42003,2002,S30,Northeast,Middle Atlantic
710933645,UT,Utah,PROVO NONPROFIT HOUSING DEVELOPMENT CORPORATION,688 W 100 N,PROVO,49049,2005,L21,West,Mountain
710961103,TX,Texas,NORTH & EAST LUBBOCK COMMUNITY DEVELOPMENT CORPORATION,PO BOX 3893,LUBBOCK,48303,2005,S20,South,West South Central
710985879,VA,Virginia,MT GILEAD COMMUNITY DEVELOPMENT CORPORATION,2501 MT GILEAD BLVD,N CHESTERFLD,51041,2008,S20,South,South Atlantic
711029079,CA,California,SUSAN PARHAM HOUSING CORPORATION,251 AIRPORT RD,OCEANSIDE,6073,2009,L50,West,Pacific
720097307,TX,Texas,WILLOW VILLAGE HOUSING CORPORATION,21059 BLAIR RD,CONROE,22017,2014,L50,South,West South Central
720408911,LA,Louisiana,CATHOLIC CHARITIES ARCHDIOCESE OF NEW ORLEANS,1000 HOWARD AVE STE 200,NEW ORLEANS,22071,1946,P20,South,West South Central
720599165,LA,Louisiana,TOTAL COMMUNITY ACTION INC,1420 S JEFFERSON DAVIS PKWY,NEW ORLEANS,22071,1965,P20,South,West South Central
720601249,LA,Louisiana,EVANGELINE COMMUNITY ACTION INC,403 W MAGNOLIA ST,VILLE PLATTE,22039,1965,S20,South,West South Central
720602460,LA,Louisiana,AVOYELLES PROGRESS ACTION COMMITTEE INCORPORATED,PO BOX 527,MARKSVILLE,22009,2018,P99,South,West South Central
720602636,LA,Louisiana,DELTA COMMUNITY ACTION ASSOCIATION INC,PO BOX 352,TALLULAH,22065,1975,S20,South,West South Central
720605150,LA,Louisiana,CENLA COMMUNITY ACTION COMMITTEE INC,2011 MACARTHUR DRIVE BLDG 1,ALEXANDRIA,22079,1967,S21,South,West South Central
720629286,LA,Louisiana,MACON ECONOMIC OPPORTUNITY INC,PO BOX 370,OAK GROVE,22123,1967,S30,South,West South Central
720631111,LA,Louisiana,LA SALLE COMMUNITY ACTION ASSOCIATION INC,825 HIGHWAY 8,SICILY ISLAND,22025,1966,S21,South,West South Central
720631715,LA,Louisiana,OUACHITA MULTI PURPOSE COMMUNITY ACTION PROGRAM INC,4001 JACKSON ST,MONROE,22073,1967,P20,South,West South Central
720632675,LA,Louisiana,UNION COMMUNITY ACTION ASSOCIATION,100 E BAYOU ST STE 107,FARMERVILLE,22111,1965,S012,South,West South Central
720643183,LA,Louisiana,ST MARY COMMUNITY ACTION COMMITTEE ASSN INC,PO BOX 271,FRANKLIN,22101,1971,P20,South,West South Central
